,ID,Date,District,Suspected_Local,Suspected_Foreign,Suspected_Total,TotalInfected
15,0716_Ampara,07-16,Ampara,0,0,0,0
16,0716_Badulla,07-16,Badulla,0,0,0,1
17,0716_Matara,07-16,Matara,1,0,1,1
18,0716_Batticoloa,07-16,Batticoloa,2,0,2,1
19,0716_Hambantota,07-16,Hambantota,0,0,0,0
20,0716_Vavunia,07-16,Vavunia,3,0,3,0
21,0716_Trincomalee,07-16,Trincomalee,0,0,0,0
22,0716_Nuwaraeliya,07-16,Nuwaraeliya,0,0,0,0
23,0716_Kilinochchi,07-16,Kilinochchi,0,0,0,0
24,0716_Mannar,07-16,Mannar,0,0,0,0
25,0716_Mullativu,07-16,Mullativu,0,0,0,0
0,0717_Colombo,07-17,Colombo,26,0,26,153
1,0717_Gampaha,07-17,Gampaha,20,0,20,36
2,0717_Puttalam,07-17,Puttalam,5,0,5,35
3,0717_Kalutara,07-17,Kalutara,2,0,2,34
4,0717_Anuradhapura,07-17,Anuradhapura,18,0,18,18
5,0717_Kandy,07-17,Kandy,4,0,4,16
6,0717_Kurunegala,07-17,Kurunegala,5,0,5,11
7,0717_Polonnaruwa,07-17,Polonnaruwa,10,0,10,7
8,0717_Jaffna,07-17,Jaffna,0,0,0,7
9,0717_Ratnapura,07-17,Ratnapura,0,0,0,5
10,0717_Kegalle,07-17,Kegalle,0,0,0,4
11,0717_Moneragala,07-17,Moneragala,1,0,1,4
12,0717_Kalmunai,07-17,Kalmunai,0,0,0,2
13,0717_Matale,07-17,Matale,0,0,0,2
14,0717_Galle,07-17,Galle,2,0,2,2
15,0717_Ampara,07-17,Ampara,0,0,0,2
16,0717_Badulla,07-17,Badulla,2,0,2,1
17,0717_Matara,07-17,Matara,1,0,1,1
18,0717_Batticoloa,07-17,Batticoloa,1,0,1,1
19,0717_Hambantota,07-17,Hambantota,0,0,0,1
20,0717_Vavunia,07-17,Vavunia,2,0,2,0
21,0717_Trincomalee,07-17,Trincomalee,0,0,0,0
22,0717_Nuwaraeliya,07-17,Nuwaraeliya,0,0,0,0
23,0717_Kilinochchi,07-17,Kilinochchi,0,0,0,0
24,0717_Mannar,07-17,Mannar,0,0,0,0
25,0717_Mullativu,07-17,Mullativu,0,0,0,0
0,0718_Colombo,07-18,Colombo,43,1,44,153
1,0718_Gampaha,07-18,Gampaha,22,0,22,38
2,0718_Puttalam,07-18,Puttalam,12,0,12,35
3,0718_Kalutara,07-18,Kalutara,0,0,0,34
4,0718_Anuradhapura,07-18,Anuradhapura,11,0,11,19
5,0718_Kandy,07-18,Kandy,0,0,0,16
6,0718_Kurunegala,07-18,Kurunegala,4,0,4,11
7,0718_Polonnaruwa,07-18,Polonnaruwa,7,0,7,7
8,0718_Jaffna,07-18,Jaffna,0,0,0,7
9,0718_Ratnapura,07-18,Ratnapura,3,0,3,5
10,0718_Kegalle,07-18,Kegalle,0,0,0,4
11,0718_Moneragala,07-18,Moneragala,1,0,1,4
12,0718_Kalmunai,07-18,Kalmunai,0,0,0,2
13,0718_Matale,07-18,Matale,0,0,0,2
14,0718_Galle,07-18,Galle,1,0,1,2
15,0718_Ampara,07-18,Ampara,0,0,0,2
16,0718_Badulla,07-18,Badulla,2,0,2,1
17,0718_Matara,07-18,Matara,1,0,1,1
18,0718_Batticoloa,07-18,Batticoloa,2,0,2,1
19,0718_Hambantota,07-18,Hambantota,0,0,0,1
20,0718_Vavunia,07-18,Vavunia,1,0,1,0
21,0718_Trincomalee,07-18,Trincomalee,0,0,0,0
22,0718_Nuwaraeliya,07-18,Nuwaraeliya,0,0,0,0
23,0718_Kilinochchi,07-18,Kilinochchi,0,0,0,0
24,0718_Mannar,07-18,Mannar,0,0,0,0
25,0718_Mullativu,07-18,Mullativu,0,0,0,0
0,0719_Colombo,07-19,Colombo,45,0,45,157
1,0719_Gampaha,07-19,Gampaha,23,1,24,38
2,0719_Puttalam,07-19,Puttalam,15,0,15,35
3,0719_Kalutara,07-19,Kalutara,1,0,1,34
4,0719_Anuradhapura,07-19,Anuradhapura,6,0,6,19
5,0719_Kandy,07-19,Kandy,0,0,0,16
6,0719_Kurunegala,07-19,Kurunegala,2,0,2,11
7,0719_Polonnaruwa,07-19,Polonnaruwa,9,0,9,8
8,0719_Jaffna,07-19,Jaffna,0,0,0,7
9,0719_Ratnapura,07-19,Ratnapura,0,0,0,5
10,0719_Kegalle,07-19,Kegalle,0,0,0,4
11,0719_Moneragala,07-19,Moneragala,1,0,1,4
12,0719_Kalmunai,07-19,Kalmunai,0,0,0,2
13,0719_Matale,07-19,Matale,0,0,0,2
14,0719_Galle,07-19,Galle,1,0,1,2
15,0719_Ampara,07-19,Ampara,0,0,0,2
16,0719_Badulla,07-19,Badulla,1,0,1,1
17,0719_Matara,07-19,Matara,1,0,1,1
18,0719_Batticoloa,07-19,Batticoloa,0,0,0,1
19,0719_Hambantota,07-19,Hambantota,0,0,0,1
20,0719_Vavunia,07-19,Vavunia,1,0,1,0
21,0719_Trincomalee,07-19,Trincomalee,0,0,0,0
22,0719_Nuwaraeliya,07-19,Nuwaraeliya,0,0,0,0
23,0719_Kilinochchi,07-19,Kilinochchi,0,0,0,0
24,0719_Mannar,07-19,Mannar,0,0,0,0
25,0719_Mullativu,07-19,Mullativu,0,0,0,0
0,0720_Colombo,07-20,Colombo,54,0,54,160
1,0720_Gampaha,07-20,Gampaha,23,0,23,38
2,0720_Puttalam,07-20,Puttalam,12,0,12,35
3,0720_Kalutara,07-20,Kalutara,0,0,0,34
4,0720_Anuradhapura,07-20,Anuradhapura,7,0,7,19
5,0720_Kandy,07-20,Kandy,0,0,0,16
6,0720_Kurunegala,07-20,Kurunegala,2,0,2,11
7,0720_Polonnaruwa,07-20,Polonnaruwa,11,0,11,8
8,0720_Jaffna,07-20,Jaffna,1,0,1,7
9,0720_Ratnapura,07-20,Ratnapura,0,0,0,6
10,0720_Kegalle,07-20,Kegalle,0,0,0,4
11,0720_Moneragala,07-20,Moneragala,1,0,1,4
12,0720_Kalmunai,07-20,Kalmunai,0,0,0,2
13,0720_Matale,07-20,Matale,0,0,0,2
14,0720_Galle,07-20,Galle,1,0,1,2
15,0720_Ampara,07-20,Ampara,0,0,0,2
16,0720_Badulla,07-20,Badulla,2,0,2,1
17,0720_Matara,07-20,Matara,2,0,2,1
18,0720_Batticoloa,07-20,Batticoloa,1,0,1,1
19,0720_Hambantota,07-20,Hambantota,0,0,0,1
20,0720_Vavunia,07-20,Vavunia,0,0,0,0
21,0720_Trincomalee,07-20,Trincomalee,0,0,0,0
22,0720_Nuwaraeliya,07-20,Nuwaraeliya,0,0,0,0
23,0720_Kilinochchi,07-20,Kilinochchi,0,0,0,0
24,0720_Mannar,07-20,Mannar,0,0,0,0
25,0720_Mullativu,07-20,Mullativu,0,0,0,0
0,0721_Colombo,07-21,Colombo,44,0,44,160
1,0721_Gampaha,07-21,Gampaha,20,0,20,38
2,0721_Puttalam,07-21,Puttalam,12,0,12,35
3,0721_Kalutara,07-21,Kalutara,0,0,0,34
4,0721_Anuradhapura,07-21,Anuradhapura,0,0,0,20
5,0721_Kandy,07-21,Kandy,0,0,0,16
6,0721_Kurunegala,07-21,Kurunegala,0,0,0,11
7,0721_Polonnaruwa,07-21,Polonnaruwa,6,0,6,8
8,0721_Jaffna,07-21,Jaffna,1,0,1,7
9,0721_Ratnapura,07-21,Ratnapura,2,0,2,6
10,0721_Kegalle,07-21,Kegalle,0,0,0,4
11,0721_Moneragala,07-21,Moneragala,1,0,1,4
12,0721_Kalmunai,07-21,Kalmunai,0,0,0,2
13,0721_Matale,07-21,Matale,0,0,0,2
14,0721_Galle,07-21,Galle,1,0,1,2
15,0721_Ampara,07-21,Ampara,0,0,0,2
16,0721_Badulla,07-21,Badulla,1,0,1,1
17,0721_Matara,07-21,Matara,3,0,3,1
18,0721_Batticoloa,07-21,Batticoloa,1,0,1,1
19,0721_Hambantota,07-21,Hambantota,0,0,0,1
20,0721_Vavunia,07-21,Vavunia,0,0,0,0
21,0721_Trincomalee,07-21,Trincomalee,0,0,0,0
22,0721_Nuwaraeliya,07-21,Nuwaraeliya,0,0,0,0
23,0721_Kilinochchi,07-21,Kilinochchi,0,0,0,0
24,0721_Mannar,07-21,Mannar,0,0,0,0
25,0721_Mullativu,07-21,Mullativu,0,0,0,0
0,0722_Colombo,07-22,Colombo,53,0,53,160
1,0722_Gampaha,07-22,Gampaha,23,0,23,38
2,0722_Puttalam,07-22,Puttalam,14,0,14,35
3,0722_Kalutara,07-22,Kalutara,0,0,0,34
4,0722_Anuradhapura,07-22,Anuradhapura,0,0,0,20
5,0722_Kandy,07-22,Kandy,0,0,0,16
6,0722_Kurunegala,07-22,Kurunegala,1,0,1,11
7,0722_Polonnaruwa,07-22,Polonnaruwa,6,0,6,8
8,0722_Jaffna,07-22,Jaffna,0,0,0,7
9,0722_Ratnapura,07-22,Ratnapura,0,0,0,6
10,0722_Kegalle,07-22,Kegalle,0,0,0,4
11,0722_Moneragala,07-22,Moneragala,2,0,2,4
12,0722_Kalmunai,07-22,Kalmunai,0,0,0,2
13,0722_Matale,07-22,Matale,0,0,0,2
14,0722_Galle,07-22,Galle,2,0,2,2
15,0722_Ampara,07-22,Ampara,0,0,0,2
16,0722_Badulla,07-22,Badulla,0,0,0,1
17,0722_Matara,07-22,Matara,3,0,3,1
18,0722_Batticoloa,07-22,Batticoloa,1,0,1,1
19,0722_Hambantota,07-22,Hambantota,0,0,0,1
20,0722_Vavunia,07-22,Vavunia,0,0,0,0
21,0722_Trincomalee,07-22,Trincomalee,0,0,0,0
22,0722_Nuwaraeliya,07-22,Nuwaraeliya,0,0,0,0
23,0722_Kilinochchi,07-22,Kilinochchi,0,0,0,0
24,0722_Mannar,07-22,Mannar,0,0,0,0
25,0722_Mullativu,07-22,Mullativu,0,0,0,0
0,0723_Colombo,07-23,Colombo,56,0,56,160
1,0723_Gampaha,07-23,Gampaha,20,0,20,38
2,0723_Puttalam,07-23,Puttalam,12,0,12,35
3,0723_Kalutara,07-23,Kalutara,0,0,0,34
4,0723_Anuradhapura,07-23,Anuradhapura,3,0,3,20
5,0723_Kandy,07-23,Kandy,0,0,0,16
6,0723_Kurunegala,07-23,Kurunegala,3,0,3,11
7,0723_Polonnaruwa,07-23,Polonnaruwa,3,0,3,9
8,0723_Jaffna,07-23,Jaffna,0,0,0,7
9,0723_Ratnapura,07-23,Ratnapura,1,0,1,6
10,0723_Kegalle,07-23,Kegalle,0,0,0,4
11,0723_Moneragala,07-23,Moneragala,0,0,0,4
12,0723_Kalmunai,07-23,Kalmunai,0,0,0,2
13,0723_Matale,07-23,Matale,0,0,0,2
14,0723_Galle,07-23,Galle,1,0,1,2
15,0723_Ampara,07-23,Ampara,0,0,0,2
16,0723_Badulla,07-23,Badulla,0,0,0,1
17,0723_Matara,07-23,Matara,0,0,0,1
18,0723_Batticoloa,07-23,Batticoloa,0,0,0,1
19,0723_Hambantota,07-23,Hambantota,0,0,0,1
20,0723_Vavunia,07-23,Vavunia,0,0,0,0
21,0723_Trincomalee,07-23,Trincomalee,0,0,0,0
22,0723_Nuwaraeliya,07-23,Nuwaraeliya,0,0,0,0
23,0723_Kilinochchi,07-23,Kilinochchi,0,0,0,0
24,0723_Mannar,07-23,Mannar,0,0,0,0
25,0723_Mullativu,07-23,Mullativu,0,0,0,0
0,0724_Colombo,07-24,Colombo,41,0,41,160
1,0724_Gampaha,07-24,Gampaha,4,0,4,38
2,0724_Puttalam,07-24,Puttalam,9,0,9,35
3,0724_Kalutara,07-24,Kalutara,1,0,1,34
4,0724_Anuradhapura,07-24,Anuradhapura,0,0,0,20
5,0724_Kandy,07-24,Kandy,0,0,0,16
6,0724_Kurunegala,07-24,Kurunegala,3,0,3,11
7,0724_Polonnaruwa,07-24,Polonnaruwa,1,0,1,9
8,0724_Jaffna,07-24,Jaffna,1,0,1,7
9,0724_Ratnapura,07-24,Ratnapura,0,0,0,6
10,0724_Kegalle,07-24,Kegalle,0,0,0,4
11,0724_Moneragala,07-24,Moneragala,1,0,1,4
12,0724_Kalmunai,07-24,Kalmunai,0,0,0,2
13,0724_Matale,07-24,Matale,0,0,0,2
14,0724_Galle,07-24,Galle,1,0,1,2
15,0724_Ampara,07-24,Ampara,0,0,0,2
16,0724_Badulla,07-24,Badulla,0,0,0,1
17,0724_Matara,07-24,Matara,0,0,0,1
18,0724_Batticoloa,07-24,Batticoloa,0,0,0,1
19,0724_Hambantota,07-24,Hambantota,0,0,0,1
20,0724_Vavunia,07-24,Vavunia,0,0,0,0
21,0724_Trincomalee,07-24,Trincomalee,0,0,0,0
22,0724_Nuwaraeliya,07-24,Nuwaraeliya,0,0,0,0
23,0724_Kilinochchi,07-24,Kilinochchi,0,0,0,0
24,0724_Mannar,07-24,Mannar,0,0,0,0
25,0724_Mullativu,07-24,Mullativu,0,0,0,0
0,0725_Colombo,07-25,Colombo,45,0,45,160
1,0725_Gampaha,07-25,Gampaha,9,0,9,38
2,0725_Puttalam,07-25,Puttalam,21,0,21,35
3,0725_Kalutara,07-25,Kalutara,1,0,1,34
4,0725_Anuradhapura,07-25,Anuradhapura,3,0,3,20
5,0725_Kandy,07-25,Kandy,0,0,0,16
6,0725_Kurunegala,07-25,Kurunegala,0,0,0,11
7,0725_Polonnaruwa,07-25,Polonnaruwa,1,0,1,9
8,0725_Jaffna,07-25,Jaffna,1,0,1,7
9,0725_Ratnapura,07-25,Ratnapura,0,0,0,6
10,0725_Kegalle,07-25,Kegalle,0,0,0,4
11,0725_Moneragala,07-25,Moneragala,0,0,0,4
12,0725_Kalmunai,07-25,Kalmunai,0,0,0,2
13,0725_Matale,07-25,Matale,0,0,0,2
14,0725_Galle,07-25,Galle,0,0,0,2
15,0725_Ampara,07-25,Ampara,0,0,0,2
16,0725_Badulla,07-25,Badulla,2,0,2,1
17,0725_Matara,07-25,Matara,0,0,0,1
18,0725_Batticoloa,07-25,Batticoloa,0,0,0,1
19,0725_Hambantota,07-25,Hambantota,0,0,0,1
20,0725_Vavunia,07-25,Vavunia,0,0,0,0
21,0725_Trincomalee,07-25,Trincomalee,0,0,0,0
22,0725_Nuwaraeliya,07-25,Nuwaraeliya,0,0,0,0
23,0725_Kilinochchi,07-25,Kilinochchi,0,0,0,0
24,0725_Mannar,07-25,Mannar,0,0,0,0
25,0725_Mullativu,07-25,Mullativu,0,0,0,0
0,0726_Colombo,07-26,Colombo,39,0,39,160
1,0726_Gampaha,07-26,Gampaha,11,0,11,38
2,0726_Puttalam,07-26,Puttalam,8,0,8,35
3,0726_Kalutara,07-26,Kalutara,1,0,1,34
4,0726_Anuradhapura,07-26,Anuradhapura,8,0,8,20
5,0726_Kandy,07-26,Kandy,0,0,0,16
6,0726_Kurunegala,07-26,Kurunegala,1,0,1,11
7,0726_Polonnaruwa,07-26,Polonnaruwa,3,0,3,9
8,0726_Jaffna,07-26,Jaffna,1,0,1,7
9,0726_Ratnapura,07-26,Ratnapura,0,0,0,6
10,0726_Kegalle,07-26,Kegalle,0,0,0,4
11,0726_Moneragala,07-26,Moneragala,0,0,0,4
12,0726_Kalmunai,07-26,Kalmunai,0,0,0,2
13,0726_Matale,07-26,Matale,0,0,0,2
14,0726_Galle,07-26,Galle,0,0,0,2
15,0726_Ampara,07-26,Ampara,0,0,0,2
16,0726_Badulla,07-26,Badulla,1,0,1,1
17,0726_Matara,07-26,Matara,1,0,1,1
18,0726_Batticoloa,07-26,Batticoloa,0,0,0,1
19,0726_Hambantota,07-26,Hambantota,0,0,0,1
20,0726_Vavunia,07-26,Vavunia,0,0,0,0
21,0726_Trincomalee,07-26,Trincomalee,0,0,0,0
22,0726_Nuwaraeliya,07-26,Nuwaraeliya,0,0,0,0
23,0726_Kilinochchi,07-26,Kilinochchi,0,0,0,0
24,0726_Mannar,07-26,Mannar,0,0,0,0
25,0726_Mullativu,07-26,Mullativu,0,0,0,0
0,0727_Colombo,07-27,Colombo,49,0,49,160
1,0727_Gampaha,07-27,Gampaha,12,0,12,38
2,0727_Puttalam,07-27,Puttalam,8,0,8,35
3,0727_Kalutara,07-27,Kalutara,1,0,1,34
4,0727_Anuradhapura,07-27,Anuradhapura,0,0,0,20
5,0727_Kandy,07-27,Kandy,0,0,0,16
6,0727_Kurunegala,07-27,Kurunegala,1,0,1,11
7,0727_Polonnaruwa,07-27,Polonnaruwa,3,0,3,9
8,0727_Jaffna,07-27,Jaffna,1,0,1,7
9,0727_Ratnapura,07-27,Ratnapura,1,0,1,6
10,0727_Kegalle,07-27,Kegalle,0,0,0,4
11,0727_Moneragala,07-27,Moneragala,0,0,0,4
12,0727_Kalmunai,07-27,Kalmunai,0,0,0,2
13,0727_Matale,07-27,Matale,0,0,0,2
14,0727_Galle,07-27,Galle,0,0,0,2
15,0727_Ampara,07-27,Ampara,0,0,0,2
16,0727_Badulla,07-27,Badulla,1,0,1,1
17,0727_Matara,07-27,Matara,0,0,0,1
18,0727_Batticoloa,07-27,Batticoloa,0,0,0,1
19,0727_Hambantota,07-27,Hambantota,0,0,0,1
20,0727_Vavunia,07-27,Vavunia,2,0,2,0
21,0727_Trincomalee,07-27,Trincomalee,0,0,0,0
22,0727_Nuwaraeliya,07-27,Nuwaraeliya,0,0,0,0
23,0727_Kilinochchi,07-27,Kilinochchi,0,0,0,0
24,0727_Mannar,07-27,Mannar,0,0,0,0
25,0727_Mullativu,07-27,Mullativu,0,0,0,0
0,0728_Colombo,07-28,Colombo,33,0,33,160
1,0728_Gampaha,07-28,Gampaha,7,0,7,38
2,0728_Puttalam,07-28,Puttalam,7,0,7,35
3,0728_Kalutara,07-28,Kalutara,1,0,1,34
4,0728_Anuradhapura,07-28,Anuradhapura,6,0,6,20
5,0728_Kandy,07-28,Kandy,1,0,1,16
6,0728_Kurunegala,07-28,Kurunegala,2,0,2,11
7,0728_Polonnaruwa,07-28,Polonnaruwa,3,0,3,9
8,0728_Jaffna,07-28,Jaffna,0,0,0,7
9,0728_Ratnapura,07-28,Ratnapura,0,0,0,6
10,0728_Kegalle,07-28,Kegalle,0,0,0,4
11,0728_Moneragala,07-28,Moneragala,2,0,2,4
12,0728_Kalmunai,07-28,Kalmunai,0,0,0,2
13,0728_Matale,07-28,Matale,0,0,0,2
14,0728_Galle,07-28,Galle,0,0,0,2
15,0728_Ampara,07-28,Ampara,0,0,0,2
16,0728_Badulla,07-28,Badulla,0,0,0,1
17,0728_Matara,07-28,Matara,0,0,0,1
18,0728_Batticoloa,07-28,Batticoloa,0,0,0,1
19,0728_Hambantota,07-28,Hambantota,0,0,0,1
20,0728_Vavunia,07-28,Vavunia,2,0,2,0
21,0728_Trincomalee,07-28,Trincomalee,0,0,0,0
22,0728_Nuwaraeliya,07-28,Nuwaraeliya,0,0,0,0
23,0728_Kilinochchi,07-28,Kilinochchi,0,0,0,0
24,0728_Mannar,07-28,Mannar,0,0,0,0
25,0728_Mullativu,07-28,Mullativu,0,0,0,0
0,0729_Colombo,07-29,Colombo,42,0,42,160
1,0729_Gampaha,07-29,Gampaha,14,0,14,38
2,0729_Puttalam,07-29,Puttalam,15,0,15,35
3,0729_Kalutara,07-29,Kalutara,1,0,1,34
4,0729_Anuradhapura,07-29,Anuradhapura,0,0,0,20
5,0729_Kandy,07-29,Kandy,0,0,0,16
6,0729_Kurunegala,07-29,Kurunegala,2,0,2,11
7,0729_Polonnaruwa,07-29,Polonnaruwa,1,0,1,9
8,0729_Jaffna,07-29,Jaffna,0,0,0,7
9,0729_Ratnapura,07-29,Ratnapura,0,0,0,6
10,0729_Kegalle,07-29,Kegalle,0,0,0,4
11,0729_Moneragala,07-29,Moneragala,2,0,2,4
12,0729_Kalmunai,07-29,Kalmunai,0,0,0,2
13,0729_Matale,07-29,Matale,0,0,0,2
14,0729_Galle,07-29,Galle,0,0,0,2
15,0729_Ampara,07-29,Ampara,0,0,0,2
16,0729_Badulla,07-29,Badulla,0,0,0,1
17,0729_Matara,07-29,Matara,0,0,0,1
18,0729_Batticoloa,07-29,Batticoloa,0,0,0,1
19,0729_Hambantota,07-29,Hambantota,0,0,0,1
20,0729_Vavunia,07-29,Vavunia,2,0,2,0
21,0729_Trincomalee,07-29,Trincomalee,0,0,0,0
22,0729_Nuwaraeliya,07-29,Nuwaraeliya,0,0,0,0
23,0729_Kilinochchi,07-29,Kilinochchi,0,0,0,0
24,0729_Mannar,07-29,Mannar,0,0,0,0
25,0729_Mullativu,07-29,Mullativu,0,0,0,0
0,0730_Colombo,07-30,Colombo,43,0,43,160
1,0730_Gampaha,07-30,Gampaha,11,0,11,38
2,0730_Puttalam,07-30,Puttalam,8,0,8,35
3,0730_Kalutara,07-30,Kalutara,1,0,1,34
4,0730_Anuradhapura,07-30,Anuradhapura,9,0,9,20
5,0730_Kandy,07-30,Kandy,0,0,0,16
6,0730_Kurunegala,07-30,Kurunegala,0,0,0,11
7,0730_Polonnaruwa,07-30,Polonnaruwa,1,0,1,10
8,0730_Jaffna,07-30,Jaffna,1,0,1,7
9,0730_Ratnapura,07-30,Ratnapura,0,0,0,6
10,0730_Kegalle,07-30,Kegalle,0,0,0,4
11,0730_Moneragala,07-30,Moneragala,0,0,0,4
12,0730_Kalmunai,07-30,Kalmunai,0,0,0,2
13,0730_Matale,07-30,Matale,0,0,0,2
14,0730_Galle,07-30,Galle,6,0,6,2
15,0730_Ampara,07-30,Ampara,0,0,0,2
16,0730_Badulla,07-30,Badulla,0,0,0,1
17,0730_Matara,07-30,Matara,0,0,0,1
18,0730_Batticoloa,07-30,Batticoloa,2,0,2,1
19,0730_Hambantota,07-30,Hambantota,0,0,0,1
20,0730_Vavunia,07-30,Vavunia,4,0,4,0
21,0730_Trincomalee,07-30,Trincomalee,0,0,0,0
22,0730_Nuwaraeliya,07-30,Nuwaraeliya,0,0,0,0
23,0730_Kilinochchi,07-30,Kilinochchi,0,0,0,0
24,0730_Mannar,07-30,Mannar,0,0,0,0
25,0730_Mullativu,07-30,Mullativu,0,0,0,0
0,0731_Colombo,07-31,Colombo,25,0,25,160
1,0731_Gampaha,07-31,Gampaha,10,1,11,38
2,0731_Puttalam,07-31,Puttalam,5,0,5,35
3,0731_Kalutara,07-31,Kalutara,1,0,1,34
4,0731_Anuradhapura,07-31,Anuradhapura,0,0,0,20
5,0731_Kandy,07-31,Kandy,0,0,0,16
6,0731_Kurunegala,07-31,Kurunegala,2,0,2,11
7,0731_Polonnaruwa,07-31,Polonnaruwa,1,0,1,10
8,0731_Jaffna,07-31,Jaffna,0,0,0,7
9,0731_Ratnapura,07-31,Ratnapura,0,0,0,6
10,0731_Kegalle,07-31,Kegalle,0,0,0,4
11,0731_Moneragala,07-31,Moneragala,0,0,0,4
12,0731_Kalmunai,07-31,Kalmunai,0,0,0,2
13,0731_Matale,07-31,Matale,0,0,0,2
14,0731_Galle,07-31,Galle,0,0,0,2
15,0731_Ampara,07-31,Ampara,0,0,0,2
16,0731_Badulla,07-31,Badulla,1,0,1,1
17,0731_Matara,07-31,Matara,0,0,0,1
18,0731_Batticoloa,07-31,Batticoloa,1,0,1,1
19,0731_Hambantota,07-31,Hambantota,0,0,0,1
20,0731_Vavunia,07-31,Vavunia,1,0,1,0
21,0731_Trincomalee,07-31,Trincomalee,0,0,0,0
22,0731_Nuwaraeliya,07-31,Nuwaraeliya,0,0,0,0
23,0731_Kilinochchi,07-31,Kilinochchi,0,0,0,0
24,0731_Mannar,07-31,Mannar,0,0,0,0
25,0731_Mullativu,07-31,Mullativu,0,0,0,0
0,0801_Colombo,08-01,Colombo,21,0,21,160
1,0801_Gampaha,08-01,Gampaha,12,0,12,38
2,0801_Puttalam,08-01,Puttalam,8,0,8,35
3,0801_Kalutara,08-01,Kalutara,2,0,2,34
4,0801_Anuradhapura,08-01,Anuradhapura,0,0,0,20
5,0801_Kandy,08-01,Kandy,0,0,0,16
6,0801_Kurunegala,08-01,Kurunegala,1,0,1,11
7,0801_Polonnaruwa,08-01,Polonnaruwa,1,0,1,11
8,0801_Jaffna,08-01,Jaffna,0,0,0,7
9,0801_Ratnapura,08-01,Ratnapura,0,0,0,6
10,0801_Kegalle,08-01,Kegalle,0,0,0,4
11,0801_Moneragala,08-01,Moneragala,1,0,1,4
12,0801_Kalmunai,08-01,Kalmunai,0,0,0,2
13,0801_Matale,08-01,Matale,0,0,0,2
14,0801_Galle,08-01,Galle,0,0,0,2
15,0801_Ampara,08-01,Ampara,0,0,0,2
16,0801_Badulla,08-01,Badulla,1,0,1,1
17,0801_Matara,08-01,Matara,0,0,0,1
18,0801_Batticoloa,08-01,Batticoloa,0,0,0,1
19,0801_Hambantota,08-01,Hambantota,0,0,0,1
20,0801_Vavunia,08-01,Vavunia,1,0,1,0
21,0801_Trincomalee,08-01,Trincomalee,0,0,0,0
22,0801_Nuwaraeliya,08-01,Nuwaraeliya,0,0,0,0
23,0801_Kilinochchi,08-01,Kilinochchi,0,0,0,0
24,0801_Mannar,08-01,Mannar,0,0,0,0
25,0801_Mullativu,08-01,Mullativu,0,0,0,0
0,0802_Colombo,08-02,Colombo,21,1,22,160
1,0802_Gampaha,08-02,Gampaha,10,1,11,38
2,0802_Puttalam,08-02,Puttalam,4,0,4,35
3,0802_Kalutara,08-02,Kalutara,0,0,0,34
4,0802_Anuradhapura,08-02,Anuradhapura,0,0,0,20
5,0802_Kandy,08-02,Kandy,0,0,0,16
6,0802_Kurunegala,08-02,Kurunegala,1,0,1,11
7,0802_Polonnaruwa,08-02,Polonnaruwa,3,0,3,11
8,0802_Jaffna,08-02,Jaffna,0,0,0,7
9,0802_Ratnapura,08-02,Ratnapura,0,0,0,6
10,0802_Kegalle,08-02,Kegalle,0,0,0,4
11,0802_Moneragala,08-02,Moneragala,0,0,0,4
12,0802_Kalmunai,08-02,Kalmunai,0,0,0,2
13,0802_Matale,08-02,Matale,0,0,0,2
14,0802_Galle,08-02,Galle,0,0,0,2
15,0802_Ampara,08-02,Ampara,0,0,0,2
16,0802_Badulla,08-02,Badulla,1,0,1,1
17,0802_Matara,08-02,Matara,0,0,0,1
18,0802_Batticoloa,08-02,Batticoloa,0,0,0,1
19,0802_Hambantota,08-02,Hambantota,0,0,0,1
20,0802_Vavunia,08-02,Vavunia,3,0,3,0
21,0802_Trincomalee,08-02,Trincomalee,0,0,0,0
22,0802_Nuwaraeliya,08-02,Nuwaraeliya,0,0,0,0
23,0802_Kilinochchi,08-02,Kilinochchi,0,0,0,0
24,0802_Mannar,08-02,Mannar,0,0,0,0
25,0802_Mullativu,08-02,Mullativu,0,0,0,0
0,0803_Colombo,08-03,Colombo,21,0,21,160
1,0803_Gampaha,08-03,Gampaha,9,0,9,38
2,0803_Puttalam,08-03,Puttalam,2,0,2,35
3,0803_Kalutara,08-03,Kalutara,1,0,1,34
4,0803_Anuradhapura,08-03,Anuradhapura,4,0,4,20
5,0803_Kandy,08-03,Kandy,0,0,0,16
6,0803_Kurunegala,08-03,Kurunegala,1,0,1,11
7,0803_Polonnaruwa,08-03,Polonnaruwa,7,0,7,12
8,0803_Jaffna,08-03,Jaffna,0,0,0,7
9,0803_Ratnapura,08-03,Ratnapura,0,0,0,6
10,0803_Kegalle,08-03,Kegalle,0,0,0,4
11,0803_Moneragala,08-03,Moneragala,4,0,4,4
12,0803_Kalmunai,08-03,Kalmunai,0,0,0,2
13,0803_Matale,08-03,Matale,0,0,0,2
14,0803_Galle,08-03,Galle,0,0,0,2
15,0803_Ampara,08-03,Ampara,0,0,0,2
16,0803_Badulla,08-03,Badulla,0,0,0,1
17,0803_Matara,08-03,Matara,0,0,0,1
18,0803_Batticoloa,08-03,Batticoloa,0,0,0,1
19,0803_Hambantota,08-03,Hambantota,0,0,0,1
20,0803_Vavunia,08-03,Vavunia,1,0,1,0
21,0803_Trincomalee,08-03,Trincomalee,0,0,0,0
