,ID,Date,District,Suspected_Local,Suspected_Foreign,Suspected_Total,TotalInfected
23,0606_Kilinochchi,06-06,Kilinochchi,0,0,0,0
24,0606_Mannar,06-06,Mannar,0,0,0,0
25,0606_Mullativu,06-06,Mullativu,0,0,0,0
0,0607_Colombo,06-07,Colombo,35,0,35,150
1,0607_Gampaha,06-07,Gampaha,9,0,9,36
2,0607_Puttalam,06-07,Puttalam,5,0,5,35
3,0607_Kalutara,06-07,Kalutara,1,0,1,34
4,0607_Anuradhapura,06-07,Anuradhapura,0,0,0,2
5,0607_Kandy,06-07,Kandy,4,0,4,13
6,0607_Kurunegala,06-07,Kurunegala,3,0,3,11
7,0607_Polonnaruwa,06-07,Polonnaruwa,0,0,0,1
8,0607_Jaffna,06-07,Jaffna,0,0,0,7
9,0607_Ratnapura,06-07,Ratnapura,8,0,8,5
10,0607_Kegalle,06-07,Kegalle,0,0,0,4
11,0607_Moneragala,06-07,Moneragala,0,0,0,4
12,0607_Kalmunai,06-07,Kalmunai,0,0,0,2
13,0607_Matale,06-07,Matale,0,0,0,2
14,0607_Galle,06-07,Galle,0,0,0,1
15,0607_Ampara,06-07,Ampara,0,0,0,0
16,0607_Badulla,06-07,Badulla,0,0,0,1
17,0607_Matara,06-07,Matara,1,0,1,1
18,0607_Batticoloa,06-07,Batticoloa,0,0,0,1
19,0607_Hambantota,06-07,Hambantota,0,0,0,0
20,0607_Vavunia,06-07,Vavunia,2,0,2,0
21,0607_Trincomalee,06-07,Trincomalee,0,0,0,0
22,0607_Nuwaraeliya,06-07,Nuwaraeliya,0,0,0,0
23,0607_Kilinochchi,06-07,Kilinochchi,0,0,0,0
24,0607_Mannar,06-07,Mannar,0,0,0,0
25,0607_Mullativu,06-07,Mullativu,0,0,0,0
0,0608_Colombo,06-08,Colombo,10,0,10,150
1,0608_Gampaha,06-08,Gampaha,3,0,3,36
2,0608_Puttalam,06-08,Puttalam,5,0,5,35
3,0608_Kalutara,06-08,Kalutara,3,0,3,34
4,0608_Anuradhapura,06-08,Anuradhapura,1,0,1,2
5,0608_Kandy,06-08,Kandy,4,0,4,13
6,0608_Kurunegala,06-08,Kurunegala,2,0,2,11
7,0608_Polonnaruwa,06-08,Polonnaruwa,1,0,1,1
8,0608_Jaffna,06-08,Jaffna,4,0,4,7
9,0608_Ratnapura,06-08,Ratnapura,0,0,0,5
10,0608_Kegalle,06-08,Kegalle,0,0,0,4
11,0608_Moneragala,06-08,Moneragala,0,0,0,4
12,0608_Kalmunai,06-08,Kalmunai,0,0,0,2
13,0608_Matale,06-08,Matale,0,0,0,2
14,0608_Galle,06-08,Galle,0,0,0,1
15,0608_Ampara,06-08,Ampara,0,0,0,0
16,0608_Badulla,06-08,Badulla,3,0,3,1
17,0608_Matara,06-08,Matara,0,0,0,1
18,0608_Batticoloa,06-08,Batticoloa,1,0,1,1
19,0608_Hambantota,06-08,Hambantota,0,0,0,0
20,0608_Vavunia,06-08,Vavunia,1,0,1,0
21,0608_Trincomalee,06-08,Trincomalee,0,0,0,0
22,0608_Nuwaraeliya,06-08,Nuwaraeliya,0,0,0,0
23,0608_Kilinochchi,06-08,Kilinochchi,0,0,0,0
24,0608_Mannar,06-08,Mannar,0,0,0,0
25,0608_Mullativu,06-08,Mullativu,0,0,0,0
0,0609_Colombo,06-09,Colombo,35,0,35,150
1,0609_Gampaha,06-09,Gampaha,11,0,11,36
2,0609_Puttalam,06-09,Puttalam,6,0,6,35
3,0609_Kalutara,06-09,Kalutara,0,0,0,34
4,0609_Anuradhapura,06-09,Anuradhapura,0,0,0,2
5,0609_Kandy,06-09,Kandy,4,0,4,13
6,0609_Kurunegala,06-09,Kurunegala,2,0,2,11
7,0609_Polonnaruwa,06-09,Polonnaruwa,3,0,3,1
8,0609_Jaffna,06-09,Jaffna,1,0,1,7
9,0609_Ratnapura,06-09,Ratnapura,2,0,2,5
10,0609_Kegalle,06-09,Kegalle,0,0,0,4
11,0609_Moneragala,06-09,Moneragala,2,0,2,4
12,0609_Kalmunai,06-09,Kalmunai,0,0,0,2
13,0609_Matale,06-09,Matale,0,0,0,2
14,0609_Galle,06-09,Galle,0,0,0,1
15,0609_Ampara,06-09,Ampara,0,0,0,0
16,0609_Badulla,06-09,Badulla,2,0,2,1
17,0609_Matara,06-09,Matara,0,0,0,1
18,0609_Batticoloa,06-09,Batticoloa,2,0,2,1
19,0609_Hambantota,06-09,Hambantota,0,0,0,0
20,0609_Vavunia,06-09,Vavunia,1,0,1,0
21,0609_Trincomalee,06-09,Trincomalee,0,0,0,0
22,0609_Nuwaraeliya,06-09,Nuwaraeliya,0,0,0,0
23,0609_Kilinochchi,06-09,Kilinochchi,0,0,0,0
24,0609_Mannar,06-09,Mannar,0,0,0,0
25,0609_Mullativu,06-09,Mullativu,0,0,0,0
0,0610_Colombo,06-10,Colombo,34,0,34,150
1,0610_Gampaha,06-10,Gampaha,8,0,8,36
2,0610_Puttalam,06-10,Puttalam,7,0,7,35
3,0610_Kalutara,06-10,Kalutara,1,0,1,34
4,0610_Anuradhapura,06-10,Anuradhapura,0,0,0,2
5,0610_Kandy,06-10,Kandy,0,0,0,13
6,0610_Kurunegala,06-10,Kurunegala,2,0,2,11
7,0610_Polonnaruwa,06-10,Polonnaruwa,1,0,1,1
8,0610_Jaffna,06-10,Jaffna,0,0,0,7
9,0610_Ratnapura,06-10,Ratnapura,2,0,2,5
10,0610_Kegalle,06-10,Kegalle,0,0,0,4
11,0610_Moneragala,06-10,Moneragala,1,0,1,4
12,0610_Kalmunai,06-10,Kalmunai,0,0,0,2
13,0610_Matale,06-10,Matale,0,0,0,2
14,0610_Galle,06-10,Galle,0,0,0,1
15,0610_Ampara,06-10,Ampara,0,0,0,0
16,0610_Badulla,06-10,Badulla,2,0,2,1
17,0610_Matara,06-10,Matara,0,0,0,1
18,0610_Batticoloa,06-10,Batticoloa,0,0,0,1
19,0610_Hambantota,06-10,Hambantota,0,0,0,0
20,0610_Vavunia,06-10,Vavunia,2,0,2,0
21,0610_Trincomalee,06-10,Trincomalee,0,0,0,0
22,0610_Nuwaraeliya,06-10,Nuwaraeliya,0,0,0,0
23,0610_Kilinochchi,06-10,Kilinochchi,0,0,0,0
24,0610_Mannar,06-10,Mannar,0,0,0,0
25,0610_Mullativu,06-10,Mullativu,0,0,0,0
0,0611_Colombo,06-11,Colombo,31,0,31,150
1,0611_Gampaha,06-11,Gampaha,8,0,8,36
2,0611_Puttalam,06-11,Puttalam,7,0,7,35
3,0611_Kalutara,06-11,Kalutara,0,0,0,34
4,0611_Anuradhapura,06-11,Anuradhapura,2,0,2,2
5,0611_Kandy,06-11,Kandy,0,0,0,13
6,0611_Kurunegala,06-11,Kurunegala,1,0,1,11
7,0611_Polonnaruwa,06-11,Polonnaruwa,0,0,0,1
8,0611_Jaffna,06-11,Jaffna,0,0,0,7
9,0611_Ratnapura,06-11,Ratnapura,0,0,0,5
10,0611_Kegalle,06-11,Kegalle,0,0,0,4
11,0611_Moneragala,06-11,Moneragala,0,0,0,4
12,0611_Kalmunai,06-11,Kalmunai,0,0,0,2
13,0611_Matale,06-11,Matale,0,0,0,2
14,0611_Galle,06-11,Galle,0,0,0,1
15,0611_Ampara,06-11,Ampara,0,0,0,0
16,0611_Badulla,06-11,Badulla,0,0,0,1
17,0611_Matara,06-11,Matara,0,0,0,1
18,0611_Batticoloa,06-11,Batticoloa,0,0,0,1
19,0611_Hambantota,06-11,Hambantota,0,0,0,0
20,0611_Vavunia,06-11,Vavunia,0,0,0,0
21,0611_Trincomalee,06-11,Trincomalee,0,0,0,0
22,0611_Nuwaraeliya,06-11,Nuwaraeliya,0,0,0,0
23,0611_Kilinochchi,06-11,Kilinochchi,0,0,0,0
24,0611_Mannar,06-11,Mannar,0,0,0,0
25,0611_Mullativu,06-11,Mullativu,0,0,0,0
0,0612_Colombo,06-12,Colombo,38,0,38,150
1,0612_Gampaha,06-12,Gampaha,3,0,3,36
2,0612_Puttalam,06-12,Puttalam,8,0,8,35
3,0612_Kalutara,06-12,Kalutara,0,0,0,34
4,0612_Anuradhapura,06-12,Anuradhapura,2,0,2,2
5,0612_Kandy,06-12,Kandy,2,0,2,13
6,0612_Kurunegala,06-12,Kurunegala,0,0,0,11
7,0612_Polonnaruwa,06-12,Polonnaruwa,0,0,0,1
8,0612_Jaffna,06-12,Jaffna,0,0,0,7
9,0612_Ratnapura,06-12,Ratnapura,0,0,0,5
10,0612_Kegalle,06-12,Kegalle,0,0,0,4
11,0612_Moneragala,06-12,Moneragala,0,0,0,4
12,0612_Kalmunai,06-12,Kalmunai,0,0,0,2
13,0612_Matale,06-12,Matale,0,0,0,2
14,0612_Galle,06-12,Galle,2,0,2,1
15,0612_Ampara,06-12,Ampara,0,0,0,0
16,0612_Badulla,06-12,Badulla,0,0,0,1
17,0612_Matara,06-12,Matara,0,0,0,1
18,0612_Batticoloa,06-12,Batticoloa,1,0,1,1
19,0612_Hambantota,06-12,Hambantota,0,0,0,0
20,0612_Vavunia,06-12,Vavunia,1,0,1,0
21,0612_Trincomalee,06-12,Trincomalee,0,0,0,0
22,0612_Nuwaraeliya,06-12,Nuwaraeliya,0,0,0,0
23,0612_Kilinochchi,06-12,Kilinochchi,0,0,0,0
24,0612_Mannar,06-12,Mannar,0,0,0,0
25,0612_Mullativu,06-12,Mullativu,0,0,0,0
0,0613_Colombo,06-13,Colombo,42,0,42,150
1,0613_Gampaha,06-13,Gampaha,7,0,7,36
2,0613_Puttalam,06-13,Puttalam,8,0,8,35
3,0613_Kalutara,06-13,Kalutara,2,0,2,34
4,0613_Anuradhapura,06-13,Anuradhapura,2,0,2,2
5,0613_Kandy,06-13,Kandy,1,0,1,13
6,0613_Kurunegala,06-13,Kurunegala,0,0,0,11
7,0613_Polonnaruwa,06-13,Polonnaruwa,0,0,0,1
8,0613_Jaffna,06-13,Jaffna,0,0,0,7
9,0613_Ratnapura,06-13,Ratnapura,0,0,0,5
10,0613_Kegalle,06-13,Kegalle,0,0,0,4
11,0613_Moneragala,06-13,Moneragala,0,0,0,4
12,0613_Kalmunai,06-13,Kalmunai,0,0,0,2
13,0613_Matale,06-13,Matale,0,0,0,2
14,0613_Galle,06-13,Galle,0,0,0,1
15,0613_Ampara,06-13,Ampara,0,0,0,0
16,0613_Badulla,06-13,Badulla,0,0,0,1
17,0613_Matara,06-13,Matara,0,0,0,1
18,0613_Batticoloa,06-13,Batticoloa,0,0,0,1
19,0613_Hambantota,06-13,Hambantota,0,0,0,0
20,0613_Vavunia,06-13,Vavunia,1,0,1,0
21,0613_Trincomalee,06-13,Trincomalee,0,0,0,0
22,0613_Nuwaraeliya,06-13,Nuwaraeliya,0,0,0,0
23,0613_Kilinochchi,06-13,Kilinochchi,0,0,0,0
24,0613_Mannar,06-13,Mannar,0,0,0,0
25,0613_Mullativu,06-13,Mullativu,0,0,0,0
0,0614_Colombo,06-14,Colombo,15,0,15,150
1,0614_Gampaha,06-14,Gampaha,6,0,6,36
2,0614_Puttalam,06-14,Puttalam,7,0,7,35
3,0614_Kalutara,06-14,Kalutara,0,0,0,34
4,0614_Anuradhapura,06-14,Anuradhapura,0,0,0,2
5,0614_Kandy,06-14,Kandy,0,0,0,13
6,0614_Kurunegala,06-14,Kurunegala,2,0,2,11
7,0614_Polonnaruwa,06-14,Polonnaruwa,0,0,0,1
8,0614_Jaffna,06-14,Jaffna,3,0,3,7
9,0614_Ratnapura,06-14,Ratnapura,0,0,0,5
10,0614_Kegalle,06-14,Kegalle,0,0,0,4
11,0614_Moneragala,06-14,Moneragala,0,0,0,4
12,0614_Kalmunai,06-14,Kalmunai,0,0,0,2
13,0614_Matale,06-14,Matale,0,0,0,2
14,0614_Galle,06-14,Galle,0,0,0,1
15,0614_Ampara,06-14,Ampara,0,0,0,0
16,0614_Badulla,06-14,Badulla,0,0,0,1
17,0614_Matara,06-14,Matara,0,0,0,1
18,0614_Batticoloa,06-14,Batticoloa,0,0,0,1
19,0614_Hambantota,06-14,Hambantota,0,0,0,0
20,0614_Vavunia,06-14,Vavunia,2,0,2,0
21,0614_Trincomalee,06-14,Trincomalee,0,0,0,0
22,0614_Nuwaraeliya,06-14,Nuwaraeliya,0,0,0,0
23,0614_Kilinochchi,06-14,Kilinochchi,0,0,0,0
24,0614_Mannar,06-14,Mannar,0,0,0,0
25,0614_Mullativu,06-14,Mullativu,0,0,0,0
0,0615_Colombo,06-15,Colombo,26,0,26,150
1,0615_Gampaha,06-15,Gampaha,7,0,7,36
2,0615_Puttalam,06-15,Puttalam,7,0,7,35
3,0615_Kalutara,06-15,Kalutara,1,0,1,34
4,0615_Anuradhapura,06-15,Anuradhapura,1,0,1,2
5,0615_Kandy,06-15,Kandy,0,0,0,13
6,0615_Kurunegala,06-15,Kurunegala,0,0,0,11
7,0615_Polonnaruwa,06-15,Polonnaruwa,0,0,0,1
8,0615_Jaffna,06-15,Jaffna,0,0,0,7
9,0615_Ratnapura,06-15,Ratnapura,0,0,0,5
10,0615_Kegalle,06-15,Kegalle,0,0,0,4
11,0615_Moneragala,06-15,Moneragala,1,0,1,4
12,0615_Kalmunai,06-15,Kalmunai,0,0,0,2
13,0615_Matale,06-15,Matale,0,0,0,2
14,0615_Galle,06-15,Galle,0,0,0,1
15,0615_Ampara,06-15,Ampara,0,0,0,0
16,0615_Badulla,06-15,Badulla,0,0,0,1
17,0615_Matara,06-15,Matara,0,0,0,1
18,0615_Batticoloa,06-15,Batticoloa,0,0,0,1
19,0615_Hambantota,06-15,Hambantota,0,0,0,0
20,0615_Vavunia,06-15,Vavunia,2,0,2,0
21,0615_Trincomalee,06-15,Trincomalee,0,0,0,0
22,0615_Nuwaraeliya,06-15,Nuwaraeliya,0,0,0,0
23,0615_Kilinochchi,06-15,Kilinochchi,0,0,0,0
24,0615_Mannar,06-15,Mannar,0,0,0,0
25,0615_Mullativu,06-15,Mullativu,0,0,0,0
0,0616_Colombo,06-16,Colombo,29,0,29,150
1,0616_Gampaha,06-16,Gampaha,7,0,7,36
2,0616_Puttalam,06-16,Puttalam,8,0,8,35
3,0616_Kalutara,06-16,Kalutara,0,0,0,34
4,0616_Anuradhapura,06-16,Anuradhapura,0,0,0,2
5,0616_Kandy,06-16,Kandy,1,0,1,13
6,0616_Kurunegala,06-16,Kurunegala,2,0,2,11
7,0616_Polonnaruwa,06-16,Polonnaruwa,0,0,0,1
8,0616_Jaffna,06-16,Jaffna,2,0,2,7
9,0616_Ratnapura,06-16,Ratnapura,1,0,1,5
10,0616_Kegalle,06-16,Kegalle,0,0,0,4
11,0616_Moneragala,06-16,Moneragala,0,0,0,4
12,0616_Kalmunai,06-16,Kalmunai,0,0,0,2
13,0616_Matale,06-16,Matale,0,0,0,2
14,0616_Galle,06-16,Galle,1,0,1,1
15,0616_Ampara,06-16,Ampara,0,0,0,0
16,0616_Badulla,06-16,Badulla,0,0,0,1
17,0616_Matara,06-16,Matara,0,0,0,1
18,0616_Batticoloa,06-16,Batticoloa,1,0,1,1
19,0616_Hambantota,06-16,Hambantota,0,0,0,0
20,0616_Vavunia,06-16,Vavunia,1,0,1,0
21,0616_Trincomalee,06-16,Trincomalee,0,0,0,0
22,0616_Nuwaraeliya,06-16,Nuwaraeliya,0,0,0,0
23,0616_Kilinochchi,06-16,Kilinochchi,0,0,0,0
24,0616_Mannar,06-16,Mannar,0,0,0,0
25,0616_Mullativu,06-16,Mullativu,0,0,0,0
0,0618_Colombo,06-18,Colombo,47,0,47,150
1,0618_Gampaha,06-18,Gampaha,7,0,7,36
2,0618_Puttalam,06-18,Puttalam,2,0,2,35
3,0618_Kalutara,06-18,Kalutara,0,0,0,34
4,0618_Anuradhapura,06-18,Anuradhapura,0,0,0,2
5,0618_Kandy,06-18,Kandy,1,0,1,13
6,0618_Kurunegala,06-18,Kurunegala,0,0,0,11
7,0618_Polonnaruwa,06-18,Polonnaruwa,0,0,0,1
8,0618_Jaffna,06-18,Jaffna,1,0,1,7
9,0618_Ratnapura,06-18,Ratnapura,0,0,0,5
10,0618_Kegalle,06-18,Kegalle,0,0,0,4
11,0618_Moneragala,06-18,Moneragala,0,0,0,4
12,0618_Kalmunai,06-18,Kalmunai,0,0,0,2
13,0618_Matale,06-18,Matale,0,0,0,2
14,0618_Galle,06-18,Galle,2,0,2,1
15,0618_Ampara,06-18,Ampara,0,0,0,0
16,0618_Badulla,06-18,Badulla,0,0,0,1
17,0618_Matara,06-18,Matara,0,0,0,1
18,0618_Batticoloa,06-18,Batticoloa,0,0,0,1
19,0618_Hambantota,06-18,Hambantota,0,0,0,0
20,0618_Vavunia,06-18,Vavunia,0,0,0,0
21,0618_Trincomalee,06-18,Trincomalee,0,0,0,0
22,0618_Nuwaraeliya,06-18,Nuwaraeliya,0,0,0,0
23,0618_Kilinochchi,06-18,Kilinochchi,0,0,0,0
24,0618_Mannar,06-18,Mannar,0,0,0,0
25,0618_Mullativu,06-18,Mullativu,0,0,0,0
0,0619_Colombo,06-19,Colombo,19,1,20,150
1,0619_Gampaha,06-19,Gampaha,12,0,12,36
2,0619_Puttalam,06-19,Puttalam,1,0,1,35
3,0619_Kalutara,06-19,Kalutara,1,0,1,34
4,0619_Anuradhapura,06-19,Anuradhapura,2,0,2,2
5,0619_Kandy,06-19,Kandy,1,0,1,13
6,0619_Kurunegala,06-19,Kurunegala,0,0,0,11
7,0619_Polonnaruwa,06-19,Polonnaruwa,1,0,1,1
8,0619_Jaffna,06-19,Jaffna,0,0,0,7
9,0619_Ratnapura,06-19,Ratnapura,0,0,0,5
10,0619_Kegalle,06-19,Kegalle,0,0,0,4
11,0619_Moneragala,06-19,Moneragala,0,0,0,4
12,0619_Kalmunai,06-19,Kalmunai,0,0,0,2
13,0619_Matale,06-19,Matale,0,0,0,2
14,0619_Galle,06-19,Galle,1,0,1,1
15,0619_Ampara,06-19,Ampara,0,0,0,0
16,0619_Badulla,06-19,Badulla,0,0,0,1
17,0619_Matara,06-19,Matara,1,0,1,1
18,0619_Batticoloa,06-19,Batticoloa,0,0,0,1
19,0619_Hambantota,06-19,Hambantota,0,0,0,0
20,0619_Vavunia,06-19,Vavunia,3,0,3,0
21,0619_Trincomalee,06-19,Trincomalee,0,0,0,0
22,0619_Nuwaraeliya,06-19,Nuwaraeliya,0,0,0,0
23,0619_Kilinochchi,06-19,Kilinochchi,0,0,0,0
24,0619_Mannar,06-19,Mannar,0,0,0,0
25,0619_Mullativu,06-19,Mullativu,0,0,0,0
0,0620_Colombo,06-20,Colombo,15,1,16,150
1,0620_Gampaha,06-20,Gampaha,12,0,12,36
2,0620_Puttalam,06-20,Puttalam,1,0,1,35
3,0620_Kalutara,06-20,Kalutara,1,0,1,34
4,0620_Anuradhapura,06-20,Anuradhapura,1,0,1,2
5,0620_Kandy,06-20,Kandy,1,0,1,13
6,0620_Kurunegala,06-20,Kurunegala,0,0,0,11
7,0620_Polonnaruwa,06-20,Polonnaruwa,1,0,1,1
8,0620_Jaffna,06-20,Jaffna,0,0,0,7
9,0620_Ratnapura,06-20,Ratnapura,0,0,0,5
10,0620_Kegalle,06-20,Kegalle,0,0,0,4
11,0620_Moneragala,06-20,Moneragala,0,0,0,4
12,0620_Kalmunai,06-20,Kalmunai,0,0,0,2
13,0620_Matale,06-20,Matale,0,0,0,2
14,0620_Galle,06-20,Galle,2,0,2,1
15,0620_Ampara,06-20,Ampara,0,0,0,0
16,0620_Badulla,06-20,Badulla,0,0,0,1
17,0620_Matara,06-20,Matara,0,0,0,1
18,0620_Batticoloa,06-20,Batticoloa,0,0,0,1
19,0620_Hambantota,06-20,Hambantota,0,0,0,0
20,0620_Vavunia,06-20,Vavunia,4,0,4,0
21,0620_Trincomalee,06-20,Trincomalee,0,0,0,0
22,0620_Nuwaraeliya,06-20,Nuwaraeliya,0,0,0,0
23,0620_Kilinochchi,06-20,Kilinochchi,0,0,0,0
24,0620_Mannar,06-20,Mannar,0,0,0,0
25,0620_Mullativu,06-20,Mullativu,0,0,0,0
0,0621_Colombo,06-21,Colombo,14,1,15,150
1,0621_Gampaha,06-21,Gampaha,3,0,3,36
2,0621_Puttalam,06-21,Puttalam,2,0,2,35
3,0621_Kalutara,06-21,Kalutara,0,0,0,34
4,0621_Anuradhapura,06-21,Anuradhapura,0,0,0,2
5,0621_Kandy,06-21,Kandy,1,0,1,13
6,0621_Kurunegala,06-21,Kurunegala,1,0,1,11
7,0621_Polonnaruwa,06-21,Polonnaruwa,0,0,0,1
8,0621_Jaffna,06-21,Jaffna,1,0,1,7
9,0621_Ratnapura,06-21,Ratnapura,0,0,0,5
10,0621_Kegalle,06-21,Kegalle,0,0,0,4
11,0621_Moneragala,06-21,Moneragala,0,0,0,4
12,0621_Kalmunai,06-21,Kalmunai,0,0,0,2
13,0621_Matale,06-21,Matale,0,0,0,2
14,0621_Galle,06-21,Galle,0,0,0,1
15,0621_Ampara,06-21,Ampara,0,0,0,0
16,0621_Badulla,06-21,Badulla,0,0,0,1
17,0621_Matara,06-21,Matara,0,0,0,1
18,0621_Batticoloa,06-21,Batticoloa,0,0,0,1
19,0621_Hambantota,06-21,Hambantota,0,0,0,0
20,0621_Vavunia,06-21,Vavunia,2,0,2,0
21,0621_Trincomalee,06-21,Trincomalee,0,0,0,0
22,0621_Nuwaraeliya,06-21,Nuwaraeliya,0,0,0,0
23,0621_Kilinochchi,06-21,Kilinochchi,0,0,0,0
24,0621_Mannar,06-21,Mannar,0,0,0,0
25,0621_Mullativu,06-21,Mullativu,0,0,0,0
0,0622_Colombo,06-22,Colombo,13,1,14,150
1,0622_Gampaha,06-22,Gampaha,8,0,8,36
2,0622_Puttalam,06-22,Puttalam,2,0,2,35
3,0622_Kalutara,06-22,Kalutara,0,0,0,34
4,0622_Anuradhapura,06-22,Anuradhapura,0,0,0,2
5,0622_Kandy,06-22,Kandy,1,0,1,13
6,0622_Kurunegala,06-22,Kurunegala,0,0,0,11
7,0622_Polonnaruwa,06-22,Polonnaruwa,0,0,0,1
8,0622_Jaffna,06-22,Jaffna,1,0,1,7
9,0622_Ratnapura,06-22,Ratnapura,0,0,0,5
10,0622_Kegalle,06-22,Kegalle,0,0,0,4
11,0622_Moneragala,06-22,Moneragala,2,0,2,4
12,0622_Kalmunai,06-22,Kalmunai,0,0,0,2
13,0622_Matale,06-22,Matale,0,0,0,2
14,0622_Galle,06-22,Galle,0,0,0,1
15,0622_Ampara,06-22,Ampara,0,0,0,0
16,0622_Badulla,06-22,Badulla,0,0,0,1
17,0622_Matara,06-22,Matara,0,0,0,1
18,0622_Batticoloa,06-22,Batticoloa,0,0,0,1
19,0622_Hambantota,06-22,Hambantota,0,0,0,0
20,0622_Vavunia,06-22,Vavunia,3,0,3,0
21,0622_Trincomalee,06-22,Trincomalee,0,0,0,0
22,0622_Nuwaraeliya,06-22,Nuwaraeliya,0,0,0,0
23,0622_Kilinochchi,06-22,Kilinochchi,0,0,0,0
24,0622_Mannar,06-22,Mannar,0,0,0,0
25,0622_Mullativu,06-22,Mullativu,0,0,0,0
0,0623_Colombo,06-23,Colombo,42,0,42,150
1,0623_Gampaha,06-23,Gampaha,2,0,2,36
2,0623_Puttalam,06-23,Puttalam,1,0,1,35
3,0623_Kalutara,06-23,Kalutara,1,0,1,34
4,0623_Anuradhapura,06-23,Anuradhapura,0,0,0,2
5,0623_Kandy,06-23,Kandy,1,0,1,13
6,0623_Kurunegala,06-23,Kurunegala,3,0,3,11
7,0623_Polonnaruwa,06-23,Polonnaruwa,0,0,0,1
8,0623_Jaffna,06-23,Jaffna,0,0,0,7
9,0623_Ratnapura,06-23,Ratnapura,0,0,0,5
10,0623_Kegalle,06-23,Kegalle,0,0,0,4
11,0623_Moneragala,06-23,Moneragala,0,0,0,4
12,0623_Kalmunai,06-23,Kalmunai,0,0,0,2
13,0623_Matale,06-23,Matale,0,0,0,2
14,0623_Galle,06-23,Galle,0,0,0,1
15,0623_Ampara,06-23,Ampara,0,0,0,0
16,0623_Badulla,06-23,Badulla,0,0,0,1
17,0623_Matara,06-23,Matara,0,0,0,1
18,0623_Batticoloa,06-23,Batticoloa,1,0,1,1
19,0623_Hambantota,06-23,Hambantota,0,0,0,0
20,0623_Vavunia,06-23,Vavunia,3,0,3,0
21,0623_Trincomalee,06-23,Trincomalee,0,0,0,0
22,0623_Nuwaraeliya,06-23,Nuwaraeliya,0,0,0,0
23,0623_Kilinochchi,06-23,Kilinochchi,0,0,0,0
24,0623_Mannar,06-23,Mannar,0,0,0,0
25,0623_Mullativu,06-23,Mullativu,0,0,0,0
0,0624_Colombo,06-24,Colombo,17,0,17,150
1,0624_Gampaha,06-24,Gampaha,4,0,4,36
2,0624_Puttalam,06-24,Puttalam,1,0,1,35
3,0624_Kalutara,06-24,Kalutara,2,0,2,34
4,0624_Anuradhapura,06-24,Anuradhapura,0,0,0,2
5,0624_Kandy,06-24,Kandy,1,0,1,13
6,0624_Kurunegala,06-24,Kurunegala,1,0,1,11
7,0624_Polonnaruwa,06-24,Polonnaruwa,0,0,0,1
8,0624_Jaffna,06-24,Jaffna,0,0,0,7
9,0624_Ratnapura,06-24,Ratnapura,0,0,0,5
10,0624_Kegalle,06-24,Kegalle,0,0,0,4
11,0624_Moneragala,06-24,Moneragala,0,0,0,4
12,0624_Kalmunai,06-24,Kalmunai,0,0,0,2
13,0624_Matale,06-24,Matale,0,0,0,2
14,0624_Galle,06-24,Galle,2,0,2,1
15,0624_Ampara,06-24,Ampara,0,0,0,0
16,0624_Badulla,06-24,Badulla,0,0,0,1
17,0624_Matara,06-24,Matara,0,0,0,1
18,0624_Batticoloa,06-24,Batticoloa,1,0,1,1
19,0624_Hambantota,06-24,Hambantota,0,0,0,0
20,0624_Vavunia,06-24,Vavunia,1,0,1,0
21,0624_Trincomalee,06-24,Trincomalee,0,0,0,0
22,0624_Nuwaraeliya,06-24,Nuwaraeliya,0,0,0,0
23,0624_Kilinochchi,06-24,Kilinochchi,0,0,0,0
24,0624_Mannar,06-24,Mannar,0,0,0,0
25,0624_Mullativu,06-24,Mullativu,0,0,0,0
0,0625_Colombo,06-25,Colombo,25,0,25,150
1,0625_Gampaha,06-25,Gampaha,3,0,3,36
2,0625_Puttalam,06-25,Puttalam,1,0,1,35
3,0625_Kalutara,06-25,Kalutara,0,0,0,34
4,0625_Anuradhapura,06-25,Anuradhapura,0,0,0,2
5,0625_Kandy,06-25,Kandy,0,0,0,13
6,0625_Kurunegala,06-25,Kurunegala,1,0,1,11
7,0625_Polonnaruwa,06-25,Polonnaruwa,0,0,0,1
8,0625_Jaffna,06-25,Jaffna,0,0,0,7
9,0625_Ratnapura,06-25,Ratnapura,0,0,0,5
10,0625_Kegalle,06-25,Kegalle,0,0,0,4
11,0625_Moneragala,06-25,Moneragala,0,0,0,4
12,0625_Kalmunai,06-25,Kalmunai,0,0,0,2
13,0625_Matale,06-25,Matale,0,0,0,2
14,0625_Galle,06-25,Galle,0,3,3,1
15,0625_Ampara,06-25,Ampara,0,0,0,0
16,0625_Badulla,06-25,Badulla,0,0,0,1
17,0625_Matara,06-25,Matara,0,0,0,1
18,0625_Batticoloa,06-25,Batticoloa,0,0,0,1
19,0625_Hambantota,06-25,Hambantota,0,0,0,0
20,0625_Vavunia,06-25,Vavunia,1,0,1,0
21,0625_Trincomalee,06-25,Trincomalee,0,0,0,0
22,0625_Nuwaraeliya,06-25,Nuwaraeliya,0,0,0,0
23,0625_Kilinochchi,06-25,Kilinochchi,0,0,0,0
24,0625_Mannar,06-25,Mannar,0,0,0,0
25,0625_Mullativu,06-25,Mullativu,0,0,0,0
0,0626_Colombo,06-26,Colombo,28,0,28,150
1,0626_Gampaha,06-26,Gampaha,3,0,3,36
2,0626_Puttalam,06-26,Puttalam,3,0,3,35
3,0626_Kalutara,06-26,Kalutara,0,0,0,34
